year,id_,sex,rincome,ballot,rheight
2022,954,FEMALE,$25000 OR MORE,Ballot b,-100
2022,955,FEMALE,$25000 OR MORE,Ballot b,-100
2022,956,MALE,$25000 OR MORE,Ballot a,-100
2022,957,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,958,FEMALE,$6000 TO 6999,Ballot a,-100
2022,959,MALE,$25000 OR MORE,Ballot b,-100
2022,960,FEMALE,$15000 - 19999,Ballot a,-100
2022,961,MALE,.i:  Inapplicable,Ballot b,-100
2022,962,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,963,FEMALE,$25000 OR MORE,Ballot a,-100
2022,964,MALE,.i:  Inapplicable,Ballot a,-100
2022,965,FEMALE,$25000 OR MORE,Ballot c,64
2022,966,MALE,$25000 OR MORE,Ballot a,-100
2022,967,FEMALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,968,MALE,$25000 OR MORE,Ballot a,-100
2022,969,MALE,$25000 OR MORE,Ballot b,-100
2022,970,MALE,$6000 TO 6999,Ballot b,-100
2022,971,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,972,MALE,$25000 OR MORE,Ballot a,-100
2022,973,FEMALE,$8000 TO 9999,Ballot c,67
2022,974,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,975,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,976,MALE,$25000 OR MORE,Ballot b,-100
2022,977,MALE,$25000 OR MORE,Ballot c,67
2022,978,MALE,.i:  Inapplicable,Ballot c,66
2022,979,MALE,$25000 OR MORE,Ballot a,-100
2022,980,FEMALE,.i:  Inapplicable,Ballot c,62
2022,981,MALE,$25000 OR MORE,Ballot b,-100
2022,982,MALE,$25000 OR MORE,Ballot a,-100
2022,983,FEMALE,$8000 TO 9999,Ballot a,-100
2022,984,FEMALE,.i:  Inapplicable,Ballot c,67
2022,985,MALE,$25000 OR MORE,Ballot b,-100
2022,986,FEMALE,$25000 OR MORE,Ballot c,62
2022,987,FEMALE,.r:  Refused,Ballot b,-100
2022,988,MALE,$20000 - 24999,Ballot a,-100
2022,989,FEMALE,.i:  Inapplicable,Ballot c,64
2022,990,MALE,.i:  Inapplicable,Ballot b,-100
2022,991,FEMALE,.i:  Inapplicable,Ballot c,63
2022,992,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,993,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,994,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,995,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,996,MALE,$15000 - 19999,Ballot a,-100
2022,997,FEMALE,$25000 OR MORE,Ballot a,-100
2022,998,FEMALE,$25000 OR MORE,Ballot a,-100
2022,999,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1000,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1001,MALE,$8000 TO 9999,Ballot a,-100
2022,1002,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1003,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1004,.n:  No answer,.i:  Inapplicable,Ballot b,-100
2022,1005,FEMALE,$6000 TO 6999,Ballot c,66
2022,1006,MALE,$25000 OR MORE,Ballot c,73
2022,1007,MALE,$25000 OR MORE,Ballot c,71
2022,1008,FEMALE,.s:  Skipped on Web,Ballot c,67
2022,1009,MALE,.r:  Refused,Ballot b,-100
2022,1010,FEMALE,$7000 TO 7999,Ballot a,-100
2022,1011,FEMALE,.i:  Inapplicable,Ballot c,66
2022,1012,MALE,.i:  Inapplicable,Ballot b,-100
2022,1013,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1014,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1015,MALE,$25000 OR MORE,Ballot c,76
2022,1016,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1017,FEMALE,$8000 TO 9999,Ballot b,-100
2022,1018,MALE,$25000 OR MORE,Ballot a,-100
2022,1019,MALE,.i:  Inapplicable,Ballot a,-100
2022,1020,MALE,$25000 OR MORE,Ballot a,-100
2022,1021,MALE,.i:  Inapplicable,Ballot b,-100
2022,1022,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1023,FEMALE,.i:  Inapplicable,Ballot c,60
2022,1024,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1025,FEMALE,$7000 TO 7999,Ballot b,-100
2022,1026,MALE,.i:  Inapplicable,Ballot b,-100
2022,1027,FEMALE,$20000 - 24999,Ballot a,-100
2022,1028,FEMALE,.r:  Refused,Ballot c,62
2022,1029,MALE,.d:  Do not Know/Cannot Choose,Ballot c,72
2022,1030,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1031,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1032,FEMALE,$3000 TO 3999,Ballot b,-100
2022,1033,FEMALE,.i:  Inapplicable,Ballot c,77
2022,1034,MALE,.i:  Inapplicable,Ballot a,-100
2022,1035,FEMALE,$5000 TO 5999,Ballot b,-100
2022,1036,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1037,FEMALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1038,MALE,.i:  Inapplicable,Ballot c,73
2022,1039,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1040,FEMALE,.s:  Skipped on Web,Ballot a,-100
2022,1041,MALE,.i:  Inapplicable,Ballot c,70
2022,1042,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1043,MALE,$25000 OR MORE,Ballot c,70
2022,1044,MALE,.i:  Inapplicable,Ballot c,66
2022,1045,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1046,MALE,$25000 OR MORE,Ballot a,-100
2022,1047,MALE,$25000 OR MORE,Ballot b,-100
2022,1048,FEMALE,$6000 TO 6999,Ballot c,63
2022,1049,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1050,MALE,.i:  Inapplicable,Ballot a,-100
2022,1051,MALE,$25000 OR MORE,Ballot a,-100
2022,1052,FEMALE,LT $1000,Ballot c,59
2022,1053,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1054,MALE,.i:  Inapplicable,Ballot b,-100
2022,1055,MALE,$10000 - 14999,Ballot b,-100
2022,1056,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1057,FEMALE,.r:  Refused,Ballot c,65
2022,1058,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1059,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1060,MALE,$25000 OR MORE,Ballot c,66
2022,1061,FEMALE,$10000 - 14999,Ballot c,63
2022,1062,MALE,.r:  Refused,Ballot b,-100
2022,1063,FEMALE,$10000 - 14999,Ballot b,-100
2022,1064,FEMALE,$20000 - 24999,Ballot a,-100
2022,1065,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1066,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1067,MALE,$20000 - 24999,Ballot a,-100
2022,1068,FEMALE,LT $1000,Ballot c,65
2022,1069,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1070,FEMALE,$15000 - 19999,Ballot b,-100
2022,1071,FEMALE,.s:  Skipped on Web,Ballot b,-100
2022,1072,MALE,$25000 OR MORE,Ballot a,-100
2022,1073,MALE,$25000 OR MORE,Ballot c,71
2022,1074,MALE,.i:  Inapplicable,Ballot a,-100
2022,1075,MALE,$25000 OR MORE,Ballot a,-100
2022,1076,FEMALE,$1000 TO 2999,Ballot a,-100
2022,1077,MALE,$15000 - 19999,Ballot b,-100
2022,1078,FEMALE,$25000 OR MORE,Ballot c,68
2022,1079,FEMALE,$15000 - 19999,Ballot c,65
2022,1080,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1081,MALE,$25000 OR MORE,Ballot a,-100
2022,1082,MALE,$20000 - 24999,Ballot b,-100
2022,1083,MALE,.i:  Inapplicable,Ballot c,71
2022,1084,FEMALE,$15000 - 19999,Ballot c,63
2022,1085,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1086,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1087,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1088,MALE,.i:  Inapplicable,Ballot c,66
2022,1089,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1090,MALE,$15000 - 19999,Ballot a,-100
2022,1091,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1092,MALE,$20000 - 24999,Ballot a,-100
2022,1093,MALE,$25000 OR MORE,Ballot b,-100
2022,1094,MALE,$25000 OR MORE,Ballot c,66
2022,1095,MALE,$25000 OR MORE,Ballot c,69
2022,1096,MALE,$25000 OR MORE,Ballot c,65
2022,1097,FEMALE,$7000 TO 7999,Ballot c,61
2022,1098,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1099,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1100,MALE,$25000 OR MORE,Ballot c,71
2022,1101,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1102,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1103,MALE,$25000 OR MORE,Ballot c,72
2022,1104,MALE,.i:  Inapplicable,Ballot a,-100
2022,1105,MALE,.i:  Inapplicable,Ballot b,-100
2022,1106,FEMALE,.d:  Do not Know/Cannot Choose,Ballot c,65
2022,1107,MALE,.i:  Inapplicable,Ballot b,-100
2022,1108,FEMALE,$10000 - 14999,Ballot b,-100
2022,1109,FEMALE,$25000 OR MORE,Ballot c,64
2022,1110,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1111,MALE,$5000 TO 5999,Ballot b,-100
2022,1112,MALE,.i:  Inapplicable,Ballot c,65
2022,1113,FEMALE,.i:  Inapplicable,Ballot c,62
2022,1114,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1115,FEMALE,$10000 - 14999,Ballot c,65
2022,1116,MALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1117,MALE,.i:  Inapplicable,Ballot a,-100
2022,1118,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1119,FEMALE,$25000 OR MORE,Ballot c,61
2022,1120,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1121,FEMALE,$25000 OR MORE,Ballot c,62
2022,1122,FEMALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1123,MALE,$25000 OR MORE,Ballot b,-100
2022,1124,MALE,.i:  Inapplicable,Ballot b,-100
2022,1125,MALE,.i:  Inapplicable,Ballot c,71
2022,1126,MALE,.i:  Inapplicable,Ballot c,72
2022,1127,FEMALE,LT $1000,Ballot c,65
2022,1128,MALE,.i:  Inapplicable,Ballot a,-100
2022,1129,FEMALE,$25000 OR MORE,Ballot c,60
2022,1130,MALE,.i:  Inapplicable,Ballot a,-100
2022,1131,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1132,MALE,.i:  Inapplicable,Ballot a,-100
2022,1133,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1134,FEMALE,$8000 TO 9999,Ballot c,65
2022,1135,MALE,.i:  Inapplicable,Ballot c,68
2022,1136,FEMALE,.i:  Inapplicable,Ballot c,65
2022,1137,MALE,$25000 OR MORE,Ballot c,66
2022,1138,MALE,.r:  Refused,Ballot c,68
2022,1139,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1140,MALE,$25000 OR MORE,Ballot a,-100
2022,1141,MALE,.i:  Inapplicable,Ballot b,-100
2022,1142,MALE,$1000 TO 2999,Ballot a,-100
2022,1143,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1144,MALE,.i:  Inapplicable,Ballot a,-100
2022,1145,MALE,$25000 OR MORE,Ballot a,-100
2022,1146,FEMALE,$10000 - 14999,Ballot b,-100
2022,1147,MALE,.i:  Inapplicable,Ballot a,-100
2022,1148,MALE,$25000 OR MORE,Ballot b,-100
2022,1149,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1150,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1151,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1152,MALE,$25000 OR MORE,Ballot a,-100
2022,1153,MALE,$8000 TO 9999,Ballot a,-100
2022,1154,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1155,MALE,$25000 OR MORE,Ballot a,-100
2022,1156,MALE,.i:  Inapplicable,Ballot a,-100
2022,1157,FEMALE,$15000 - 19999,Ballot c,68
2022,1158,MALE,.i:  Inapplicable,Ballot b,-100
2022,1159,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1160,MALE,$8000 TO 9999,Ballot b,-100
2022,1161,FEMALE,$10000 - 14999,Ballot a,-100
2022,1162,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1163,MALE,$10000 - 14999,Ballot c,67
2022,1164,MALE,$25000 OR MORE,Ballot b,-100
2022,1165,FEMALE,$25000 OR MORE,Ballot c,61
2022,1166,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1167,FEMALE,$4000 TO 4999,Ballot a,-100
2022,1168,MALE,$20000 - 24999,Ballot c,74
2022,1169,MALE,$25000 OR MORE,Ballot a,-100
2022,1170,FEMALE,$20000 - 24999,Ballot b,-100
2022,1171,MALE,.i:  Inapplicable,Ballot b,-100
2022,1172,MALE,$25000 OR MORE,Ballot a,-100
2022,1173,FEMALE,$10000 - 14999,Ballot a,-100
2022,1174,MALE,$25000 OR MORE,Ballot c,69
2022,1175,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1176,MALE,.i:  Inapplicable,Ballot c,72
2022,1177,FEMALE,.i:  Inapplicable,Ballot c,62
2022,1178,MALE,.d:  Do not Know/Cannot Choose,Ballot c,67
2022,1179,MALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1180,MALE,.i:  Inapplicable,Ballot b,-100
2022,1181,MALE,.i:  Inapplicable,Ballot c,68
2022,1182,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1183,FEMALE,.i:  Inapplicable,Ballot c,62
2022,1184,FEMALE,$5000 TO 5999,Ballot c,71
2022,1185,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1186,MALE,.i:  Inapplicable,Ballot a,-100
2022,1187,MALE,$25000 OR MORE,Ballot c,68
2022,1188,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1189,MALE,$25000 OR MORE,Ballot a,-100
2022,1190,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1191,FEMALE,.r:  Refused,Ballot b,-100
2022,1192,MALE,.i:  Inapplicable,Ballot c,68
2022,1193,MALE,$10000 - 14999,Ballot c,70
2022,1194,MALE,.i:  Inapplicable,Ballot b,-100
2022,1195,MALE,$25000 OR MORE,Ballot a,-100
2022,1196,MALE,$25000 OR MORE,Ballot a,-100
2022,1197,FEMALE,.i:  Inapplicable,Ballot c,62
2022,1198,FEMALE,$25000 OR MORE,Ballot c,69
2022,1199,FEMALE,$25000 OR MORE,Ballot c,65
2022,1200,MALE,$5000 TO 5999,Ballot a,-100
2022,1201,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1202,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1203,MALE,$8000 TO 9999,Ballot b,-100
2022,1204,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1205,MALE,.i:  Inapplicable,Ballot a,-100
2022,1206,MALE,.i:  Inapplicable,Ballot c,75
2022,1207,MALE,$25000 OR MORE,Ballot a,-100
2022,1208,FEMALE,.r:  Refused,Ballot a,-100
2022,1209,MALE,$25000 OR MORE,Ballot a,-100
2022,1210,MALE,$20000 - 24999,Ballot a,-100
2022,1211,MALE,.i:  Inapplicable,Ballot c,66
2022,1212,FEMALE,.i:  Inapplicable,Ballot c,69
2022,1213,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1214,FEMALE,$15000 - 19999,Ballot a,-100
2022,1215,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1216,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1217,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1218,FEMALE,$5000 TO 5999,Ballot a,-100
2022,1219,MALE,.i:  Inapplicable,Ballot b,-100
2022,1220,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1221,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1222,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1223,MALE,.i:  Inapplicable,Ballot c,66
2022,1224,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1225,FEMALE,$25000 OR MORE,Ballot c,65
2022,1226,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1227,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1228,MALE,$25000 OR MORE,Ballot c,71
2022,1229,FEMALE,$20000 - 24999,Ballot c,67
2022,1230,MALE,$25000 OR MORE,Ballot c,74
2022,1231,MALE,$25000 OR MORE,Ballot b,-100
2022,1232,FEMALE,.i:  Inapplicable,Ballot c,70
2022,1233,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1234,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1235,FEMALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1236,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1237,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1238,FEMALE,.i:  Inapplicable,Ballot c,68
2022,1239,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1240,MALE,$25000 OR MORE,Ballot a,-100
2022,1241,MALE,.i:  Inapplicable,Ballot c,76
2022,1242,MALE,$25000 OR MORE,Ballot a,-100
2022,1243,MALE,$25000 OR MORE,Ballot b,-100
2022,1244,FEMALE,.r:  Refused,Ballot a,-100
2022,1245,MALE,.i:  Inapplicable,Ballot a,-100
2022,1246,MALE,$25000 OR MORE,Ballot b,-100
2022,1247,FEMALE,$20000 - 24999,Ballot c,64
2022,1248,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1249,MALE,$25000 OR MORE,Ballot c,74
2022,1250,MALE,.i:  Inapplicable,Ballot c,67
2022,1251,FEMALE,.r:  Refused,Ballot b,-100
2022,1252,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1253,MALE,$25000 OR MORE,Ballot b,-100
2022,1254,MALE,$25000 OR MORE,Ballot b,-100
2022,1255,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1256,MALE,$25000 OR MORE,Ballot c,71
2022,1257,FEMALE,$20000 - 24999,Ballot a,-100
2022,1258,MALE,$25000 OR MORE,Ballot c,69
2022,1259,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1260,FEMALE,.i:  Inapplicable,Ballot c,63
2022,1261,FEMALE,.i:  Inapplicable,Ballot c,66
2022,1262,MALE,.i:  Inapplicable,Ballot c,70
2022,1263,FEMALE,$25000 OR MORE,Ballot c,65
2022,1264,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1265,MALE,$10000 - 14999,Ballot b,-100
2022,1266,FEMALE,$20000 - 24999,Ballot a,-100
2022,1267,MALE,$25000 OR MORE,Ballot c,71
2022,1268,MALE,.i:  Inapplicable,Ballot c,74
2022,1269,FEMALE,$15000 - 19999,Ballot b,-100
2022,1270,MALE,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,1271,FEMALE,$20000 - 24999,Ballot a,-100
2022,1272,MALE,$25000 OR MORE,Ballot b,-100
2022,1273,FEMALE,$1000 TO 2999,Ballot b,-100
2022,1274,MALE,$25000 OR MORE,Ballot b,-100
2022,1275,MALE,$25000 OR MORE,Ballot a,-100
2022,1276,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1277,MALE,$25000 OR MORE,Ballot c,72
2022,1278,FEMALE,$25000 OR MORE,Ballot c,64
2022,1279,MALE,$25000 OR MORE,Ballot b,-100
2022,1280,MALE,$25000 OR MORE,Ballot b,-100
2022,1281,FEMALE,$15000 - 19999,Ballot b,-100
2022,1282,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1283,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1284,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1285,MALE,$25000 OR MORE,Ballot b,-100
2022,1286,FEMALE,$25000 OR MORE,Ballot c,62
2022,1287,MALE,$1000 TO 2999,Ballot c,70
2022,1288,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1289,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1290,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1291,MALE,$25000 OR MORE,Ballot a,-100
2022,1292,MALE,$25000 OR MORE,Ballot c,71
2022,1293,MALE,$8000 TO 9999,Ballot b,-100
2022,1294,MALE,.i:  Inapplicable,Ballot b,-100
2022,1295,FEMALE,$25000 OR MORE,Ballot c,67
2022,1296,FEMALE,$20000 - 24999,Ballot b,-100
2022,1297,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1298,FEMALE,$6000 TO 6999,Ballot b,-100
2022,1299,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1300,FEMALE,.i:  Inapplicable,Ballot c,64
2022,1301,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1302,MALE,$25000 OR MORE,Ballot c,71
2022,1303,FEMALE,LT $1000,Ballot a,-100
2022,1304,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1305,MALE,$25000 OR MORE,Ballot b,-100
2022,1306,MALE,$8000 TO 9999,Ballot c,67
2022,1307,MALE,.i:  Inapplicable,Ballot b,-100
2022,1308,MALE,.i:  Inapplicable,Ballot b,-100
2022,1309,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1310,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1311,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1312,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1313,FEMALE,$25000 OR MORE,Ballot c,65
2022,1314,FEMALE,$20000 - 24999,Ballot a,-100
2022,1315,MALE,.i:  Inapplicable,Ballot c,69
2022,1316,FEMALE,.i:  Inapplicable,Ballot c,69
2022,1317,MALE,.i:  Inapplicable,Ballot b,-100
2022,1318,MALE,$25000 OR MORE,Ballot b,-100
2022,1319,MALE,$25000 OR MORE,Ballot a,-100
2022,1320,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1321,MALE,$25000 OR MORE,Ballot b,-100
2022,1322,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1323,FEMALE,.i:  Inapplicable,Ballot c,62
2022,1324,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1325,MALE,$25000 OR MORE,Ballot a,-100
2022,1326,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1327,MALE,$25000 OR MORE,Ballot c,73
2022,1328,MALE,.i:  Inapplicable,Ballot b,-100
2022,1329,FEMALE,$25000 OR MORE,Ballot c,-97
2022,1330,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1331,FEMALE,LT $1000,Ballot c,69
2022,1332,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1333,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1334,MALE,$25000 OR MORE,Ballot a,-100
2022,1335,FEMALE,$25000 OR MORE,Ballot c,65
2022,1336,MALE,.i:  Inapplicable,Ballot c,67
2022,1337,FEMALE,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,1338,MALE,.i:  Inapplicable,Ballot a,-100
2022,1339,FEMALE,$1000 TO 2999,Ballot c,62
2022,1340,MALE,.i:  Inapplicable,Ballot b,-100
2022,1341,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1342,MALE,$25000 OR MORE,Ballot b,-100
2022,1343,MALE,$25000 OR MORE,Ballot c,72
2022,1344,MALE,$25000 OR MORE,Ballot c,68
2022,1345,MALE,.i:  Inapplicable,Ballot a,-100
2022,1346,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1347,MALE,$25000 OR MORE,Ballot b,-100
2022,1348,FEMALE,.i:  Inapplicable,Ballot c,71
2022,1349,FEMALE,$25000 OR MORE,Ballot c,63
2022,1350,MALE,$25000 OR MORE,Ballot a,-100
2022,1351,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1352,FEMALE,$25000 OR MORE,Ballot c,63
2022,1353,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1354,MALE,$25000 OR MORE,Ballot b,-100
2022,1355,MALE,.r:  Refused,Ballot b,-100
2022,1356,MALE,$25000 OR MORE,Ballot a,-100
2022,1357,MALE,.r:  Refused,Ballot a,-100
2022,1358,MALE,.r:  Refused,Ballot b,-100
2022,1359,FEMALE,$8000 TO 9999,Ballot a,-100
2022,1360,FEMALE,$25000 OR MORE,Ballot c,-99
2022,1361,FEMALE,$10000 - 14999,Ballot b,-100
2022,1362,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1363,FEMALE,$25000 OR MORE,Ballot c,60
2022,1364,MALE,$25000 OR MORE,Ballot b,-100
2022,1365,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1366,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1367,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1368,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1369,MALE,$25000 OR MORE,Ballot a,-100
2022,1370,MALE,$25000 OR MORE,Ballot c,70
2022,1371,MALE,$25000 OR MORE,Ballot a,-100
2022,1372,FEMALE,.i:  Inapplicable,Ballot c,67
2022,1373,MALE,.r:  Refused,Ballot a,-100
2022,1374,MALE,.i:  Inapplicable,Ballot a,-100
2022,1375,MALE,$25000 OR MORE,Ballot b,-100
2022,1376,FEMALE,.i:  Inapplicable,Ballot c,61
2022,1377,FEMALE,$25000 OR MORE,Ballot c,70
2022,1378,FEMALE,$20000 - 24999,Ballot a,-100
2022,1379,FEMALE,$3000 TO 3999,Ballot a,-100
2022,1380,MALE,$25000 OR MORE,Ballot a,-100
2022,1381,MALE,$25000 OR MORE,Ballot c,76
2022,1382,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1383,MALE,.i:  Inapplicable,Ballot b,-100
2022,1384,FEMALE,.i:  Inapplicable,Ballot b,-100
2022,1385,FEMALE,$25000 OR MORE,Ballot c,62
2022,1386,FEMALE,.i:  Inapplicable,Ballot c,62
2022,1387,MALE,.i:  Inapplicable,Ballot a,-100
2022,1388,MALE,$25000 OR MORE,Ballot b,-100
2022,1389,MALE,$25000 OR MORE,Ballot c,70
2022,1390,MALE,.i:  Inapplicable,Ballot a,-100
2022,1391,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1392,MALE,$25000 OR MORE,Ballot c,73
2022,1393,FEMALE,.s:  Skipped on Web,Ballot c,60
2022,1394,MALE,$25000 OR MORE,Ballot b,-100
2022,1395,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1396,MALE,$25000 OR MORE,Ballot c,73
2022,1397,MALE,$25000 OR MORE,Ballot c,70
2022,1398,MALE,.i:  Inapplicable,Ballot b,-100
2022,1399,MALE,.i:  Inapplicable,Ballot b,-100
2022,1400,FEMALE,$25000 OR MORE,Ballot b,-100
2022,1401,MALE,.i:  Inapplicable,Ballot c,70
2022,1402,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1403,FEMALE,$25000 OR MORE,Ballot c,66
2022,1404,FEMALE,.i:  Inapplicable,Ballot c,68
2022,1405,MALE,$25000 OR MORE,Ballot c,72
2022,1406,MALE,$25000 OR MORE,Ballot c,72
2022,1407,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1408,MALE,$25000 OR MORE,Ballot b,-100
2022,1409,FEMALE,$25000 OR MORE,Ballot a,-100
2022,1410,MALE,$25000 OR MORE,Ballot a,-100
2022,1411,MALE,$25000 OR MORE,Ballot b,-100
2022,1412,MALE,$25000 OR MORE,Ballot a,-100
2022,1413,FEMALE,.i:  Inapplicable,Ballot a,-100
2022,1414,MALE,$25000 OR MORE,Ballot a,-100
2022,1415,MALE,$25000 OR MORE,Ballot c,70
2022,1416,FEMALE,$8000 TO 9999,Ballot b,-100
2022,1417,MALE,.i:  Inapplicable,Ballot c,70
