respondent_id,wave,party,benefit_cut_support
590,3,S,NA
590,4,S,NA
590,5,S,1
591,1,S,0
591,2,S,0.25
591,3,S,0
591,4,S,0.25
591,5,S,NA
592,1,SF,0.5
592,2,SF,0.75
592,3,SF,0.25
592,4,SF,0.5
592,5,SF,0.25
593,1,NA,0
593,2,NA,NA
593,3,NA,NA
593,4,NA,NA
593,5,NA,NA
594,1,OE,0
594,2,OE,0
594,3,OE,0
594,4,OE,0
594,5,OE,NA
595,1,NA,0.75
595,2,NA,NA
595,3,NA,NA
595,4,NA,NA
595,5,NA,NA
596,1,SF,0.5
596,2,SF,0.75
596,3,SF,0.25
596,4,SF,0.5
596,5,SF,NA
597,1,V,0
597,2,V,NA
597,3,V,0
597,4,V,NA
597,5,V,0
598,1,V,1
598,2,V,1
598,3,V,0.75
598,4,V,NA
598,5,V,1
599,1,S,0
599,2,S,0
599,3,S,0
599,4,S,0.25
599,5,S,NA
600,1,S,0.25
600,2,S,NA
600,3,S,NA
600,4,S,NA
600,5,S,NA
601,1,SF,0.5
601,2,SF,NA
601,3,SF,NA
601,4,SF,NA
601,5,SF,NA
602,1,SF,0
602,2,SF,0
602,3,SF,0
602,4,SF,0
602,5,SF,0
603,1,SF,0
603,2,SF,NA
603,3,SF,NA
603,4,SF,NA
603,5,SF,NA
604,1,V,0.75
604,2,V,NA
604,3,V,NA
604,4,V,NA
604,5,V,NA
605,1,S,NA
605,2,S,NA
605,3,S,NA
605,4,S,NA
605,5,S,NA
606,1,SF,0.25
606,2,SF,0.5
606,3,SF,0.5
606,4,SF,0.25
606,5,SF,0.25
607,1,DF,0.25
607,2,DF,NA
607,3,DF,NA
607,4,DF,NA
607,5,DF,NA
608,1,SF,0
608,2,SF,0
608,3,SF,0
608,4,SF,0
608,5,SF,0
609,1,V,0
609,2,V,0
609,3,V,0.75
609,4,V,0.5
609,5,V,0.25
610,1,Kr,0
610,2,Kr,0
610,3,Kr,0.25
610,4,Kr,NA
610,5,Kr,NA
611,1,V,1
611,2,V,0.5
611,3,V,0.5
611,4,V,0.75
611,5,V,0.5
612,1,S,0
612,2,S,0
612,3,S,0
612,4,S,1
612,5,S,0
613,1,S,NA
613,2,S,1
613,3,S,0
613,4,S,NA
613,5,S,NA
614,1,S,0
614,2,S,0
614,3,S,NA
614,4,S,0
614,5,S,0
615,1,C,0.5
615,2,C,0.25
615,3,C,0.75
615,4,C,0.25
615,5,C,0.25
616,1,OE,0
616,2,OE,0
616,3,OE,0
616,4,OE,NA
616,5,OE,0
617,1,V,0.25
617,2,V,0.25
617,3,V,0.5
617,4,V,0.5
617,5,V,0.5
618,1,SF,0
618,2,SF,0
618,3,SF,0
618,4,SF,0
618,5,SF,0
619,1,V,0.25
619,2,V,NA
619,3,V,1
619,4,V,1
619,5,V,1
620,1,SF,0
620,2,SF,0
620,3,SF,0
620,4,SF,0.25
620,5,SF,0
621,1,V,0
621,2,V,NA
621,3,V,NA
621,4,V,NA
621,5,V,NA
622,1,V,0.75
622,2,V,1
622,3,V,1
622,4,V,1
622,5,V,1
623,1,S,0.5
623,2,S,0
623,3,S,1
623,4,S,0
623,5,S,0.25
624,1,SF,0.25
624,2,SF,NA
624,3,SF,NA
624,4,SF,NA
624,5,SF,NA
625,1,C,0.75
625,2,C,0.75
625,3,C,1
625,4,C,0.75
625,5,C,1
626,1,V,0.25
626,2,V,0.75
626,3,V,0.5
626,4,V,0.5
626,5,V,0.75
627,1,SF,0
627,2,SF,0
627,3,SF,0
627,4,SF,0
627,5,SF,0
628,1,V,1
628,2,V,1
628,3,V,1
628,4,V,NA
628,5,V,NA
629,1,SF,0
629,2,SF,NA
629,3,SF,NA
629,4,SF,NA
629,5,SF,NA
630,1,RV,0.5
630,2,RV,0.75
630,3,RV,1
630,4,RV,1
630,5,RV,1
631,1,SF,0.5
631,2,SF,NA
631,3,SF,NA
631,4,SF,0.25
631,5,SF,NA
632,1,NA,0
632,2,NA,0.5
632,3,NA,0.75
632,4,NA,NA
632,5,NA,NA
633,1,S,0.25
633,2,S,NA
633,3,S,0.25
633,4,S,0.25
633,5,S,0
634,1,V,0.75
634,2,V,0.75
634,3,V,1
634,4,V,1
634,5,V,0.75
635,1,V,0.75
635,2,V,0.75
635,3,V,NA
635,4,V,0.75
635,5,V,0.75
636,1,SF,0
636,2,SF,NA
636,3,SF,0
636,4,SF,0
636,5,SF,0.75
637,1,NA,0
637,2,NA,0
637,3,NA,0.75
637,4,NA,0.25
637,5,NA,0.25
638,1,NA,0
638,2,NA,0
638,3,NA,0.25
638,4,NA,NA
638,5,NA,0
639,1,C,0.5
639,2,C,0.5
639,3,C,NA
639,4,C,NA
639,5,C,0.75
640,1,C,1
640,2,C,1
640,3,C,1
640,4,C,1
640,5,C,1
641,1,C,1
641,2,C,1
641,3,C,1
641,4,C,1
641,5,C,1
642,1,C,0.75
642,2,C,1
642,3,C,NA
642,4,C,1
642,5,C,1
643,1,NA,1
643,2,NA,0.75
643,3,NA,NA
643,4,NA,0.75
643,5,NA,0.75
644,1,V,0.75
644,2,V,NA
644,3,V,NA
644,4,V,NA
644,5,V,NA
645,1,S,0.75
645,2,S,0.25
645,3,S,0.5
645,4,S,0.25
645,5,S,0.25
646,1,OE,0
646,2,OE,0
646,3,OE,0
646,4,OE,0
646,5,OE,NA
647,1,NA,0.25
647,2,NA,0.25
647,3,NA,0.75
647,4,NA,0.25
647,5,NA,0.25
648,1,OE,0
648,2,OE,0
648,3,OE,0
648,4,OE,0
648,5,OE,0
649,1,OE,0
649,2,OE,0
649,3,OE,0
649,4,OE,0
649,5,OE,0
650,1,V,0.25
650,2,V,NA
650,3,V,NA
650,4,V,NA
650,5,V,NA
651,1,SF,0
651,2,SF,0
651,3,SF,NA
651,4,SF,0
651,5,SF,NA
652,1,DF,0
652,2,DF,0
652,3,DF,0
652,4,DF,0
652,5,DF,NA
653,1,S,1
653,2,S,NA
653,3,S,NA
653,4,S,NA
653,5,S,NA
654,1,NA,0
654,2,NA,0
654,3,NA,NA
654,4,NA,NA
654,5,NA,0
655,1,S,0
655,2,S,0
655,3,S,0
655,4,S,0
655,5,S,0
656,1,C,0.5
656,2,C,0
656,3,C,0.25
656,4,C,0.75
656,5,C,NA
657,1,SF,0.25
657,2,SF,0.25
657,3,SF,0
657,4,SF,0
657,5,SF,0
658,1,S,0.25
658,2,S,NA
658,3,S,NA
658,4,S,NA
658,5,S,NA
659,1,DF,1
659,2,DF,0.75
659,3,DF,1
659,4,DF,1
659,5,DF,0.75
660,1,NA,0
660,2,NA,0
660,3,NA,0
660,4,NA,0
660,5,NA,0
661,1,C,0.75
661,2,C,0.25
661,3,C,0.5
661,4,C,0.75
661,5,C,0.75
662,1,DF,0.75
662,2,DF,NA
662,3,DF,1
662,4,DF,NA
662,5,DF,0.25
663,1,V,1
663,2,V,NA
663,3,V,NA
663,4,V,NA
663,5,V,NA
664,1,S,0
664,2,S,NA
664,3,S,NA
664,4,S,NA
664,5,S,NA
665,1,OE,0.25
665,2,OE,0.25
665,3,OE,0.75
665,4,OE,0.25
665,5,OE,0.75
666,1,RV,0.5
666,2,RV,0.25
666,3,RV,0.25
666,4,RV,0.25
666,5,RV,0.25
667,1,V,0
667,2,V,0
667,3,V,0.75
667,4,V,0.75
667,5,V,0.25
668,1,NA,0
668,2,NA,0
668,3,NA,0.25
668,4,NA,0
668,5,NA,NA
669,1,NA,0.75
669,2,NA,NA
669,3,NA,NA
669,4,NA,NA
669,5,NA,NA
670,1,SF,NA
670,2,SF,0.25
670,3,SF,NA
670,4,SF,0.5
670,5,SF,NA
671,1,V,1
671,2,V,1
671,3,V,1
671,4,V,1
671,5,V,1
672,1,NA,0.25
672,2,NA,NA
672,3,NA,NA
672,4,NA,NA
672,5,NA,NA
673,1,S,0
673,2,S,NA
673,3,S,NA
673,4,S,0
673,5,S,0
674,1,DF,0
674,2,DF,0
674,3,DF,0
674,4,DF,NA
674,5,DF,0
675,1,NA,0
675,2,NA,NA
675,3,NA,0
675,4,NA,0.25
675,5,NA,0.25
676,1,NA,0.5
676,2,NA,NA
676,3,NA,NA
676,4,NA,NA
676,5,NA,NA
677,1,C,1
677,2,C,1
677,3,C,1
677,4,C,NA
677,5,C,NA
678,1,C,0.75
678,2,C,NA
678,3,C,NA
678,4,C,NA
678,5,C,NA
679,1,C,0.25
679,2,C,0.25
679,3,C,0.25
679,4,C,0.5
679,5,C,0.25
680,1,SF,0
680,2,SF,0
680,3,SF,0
680,4,SF,0.25
680,5,SF,0.25
681,1,SF,0.25
681,2,SF,0.25
681,3,SF,0.25
681,4,SF,0.75
681,5,SF,0.25
682,1,S,0.5
682,2,S,NA
682,3,S,NA
682,4,S,NA
682,5,S,NA
683,1,C,0.5
683,2,C,NA
683,3,C,NA
683,4,C,NA
683,5,C,NA
684,1,DF,1
684,2,DF,1
684,3,DF,NA
684,4,DF,NA
684,5,DF,1
685,1,C,1
685,2,C,1
685,3,C,1
685,4,C,NA
685,5,C,1
686,1,NA,NA
686,2,NA,0.75
686,3,NA,1
686,4,NA,NA
686,5,NA,NA
687,1,C,1
687,2,C,1
687,3,C,1
687,4,C,NA
687,5,C,NA
688,1,V,0.25
688,2,V,0.5
688,3,V,1
688,4,V,1
688,5,V,NA
689,1,V,0.75
689,2,V,NA
689,3,V,NA
689,4,V,NA
689,5,V,NA
690,1,SF,0.5
690,2,SF,1
690,3,SF,0.5
690,4,SF,NA
690,5,SF,0.5
691,1,S,0
691,2,S,NA
691,3,S,NA
691,4,S,NA
691,5,S,NA
692,1,SF,0.25
692,2,SF,0
692,3,SF,0.25
692,4,SF,0.25
692,5,SF,0
693,1,S,0
693,2,S,0
693,3,S,0
693,4,S,0
693,5,S,0
694,1,SF,0.25
694,2,SF,0.25
694,3,SF,0.25
694,4,SF,0.25
694,5,SF,0.25
695,1,SF,0
695,2,SF,NA
695,3,SF,NA
695,4,SF,NA
695,5,SF,NA
696,1,SF,0
696,2,SF,0
696,3,SF,0
696,4,SF,0
696,5,SF,0
697,1,Kr,0
697,2,Kr,0
697,3,Kr,0
697,4,Kr,0
697,5,Kr,0
698,1,NA,0
698,2,NA,0
698,3,NA,NA
698,4,NA,1
698,5,NA,NA
699,1,V,1
699,2,V,1
699,3,V,1
699,4,V,1
699,5,V,1
700,1,S,0.5
700,2,S,0.5
700,3,S,NA
700,4,S,NA
700,5,S,0.25
701,1,NA,0.5
701,2,NA,0.25
701,3,NA,1
701,4,NA,1
701,5,NA,0.75
702,1,S,0
702,2,S,0
702,3,S,0
702,4,S,0
702,5,S,0
703,1,NA,0
703,2,NA,0.25
703,3,NA,NA
703,4,NA,0
703,5,NA,0.25
704,1,SF,0
704,2,SF,0
704,3,SF,0
704,4,SF,0
704,5,SF,0
705,1,DF,1
705,2,DF,0
705,3,DF,1
705,4,DF,1
705,5,DF,1
706,1,C,0.5
706,2,C,NA
706,3,C,NA
706,4,C,NA
706,5,C,NA
707,1,SF,0
707,2,SF,0
707,3,SF,NA
707,4,SF,0
707,5,SF,0
708,1,V,0.75
708,2,V,0.75
708,3,V,1
708,4,V,1
708,5,V,1
709,1,V,0
709,2,V,NA
709,3,V,NA
709,4,V,NA
709,5,V,NA
710,1,V,1
710,2,V,1
710,3,V,1
710,4,V,1
710,5,V,1
711,1,SF,0.5
711,2,SF,0.5
711,3,SF,0.25
711,4,SF,0.5
711,5,SF,0.25
712,1,RV,0.5
712,2,RV,0.25
712,3,RV,0.75
712,4,RV,0.5
712,5,RV,0.5
713,1,NA,0.5
713,2,NA,0.75
713,3,NA,1
713,4,NA,0.5
713,5,NA,1
714,1,C,0.75
714,2,C,0.5
714,3,C,1
714,4,C,0
714,5,C,1
715,1,NA,0
715,2,NA,0.75
715,3,NA,NA
715,4,NA,1
715,5,NA,NA
716,1,NA,1
716,2,NA,NA
716,3,NA,NA
716,4,NA,NA
716,5,NA,NA
717,1,S,0
717,2,S,0
717,3,S,0
717,4,S,0
717,5,S,0
718,1,C,0.5
718,2,C,0.5
718,3,C,0.75
718,4,C,0.5
718,5,C,0.75
719,1,S,0
719,2,S,0
719,3,S,NA
719,4,S,0
719,5,S,0
720,1,V,0
720,2,V,NA
720,3,V,0
720,4,V,1
720,5,V,0
721,1,V,0.25
721,2,V,0.25
721,3,V,0.5
721,4,V,0.75
721,5,V,0.75
722,1,S,0
722,2,S,0
722,3,S,1
722,4,S,NA
722,5,S,NA
723,1,SF,0.25
723,2,SF,0.75
723,3,SF,1
723,4,SF,1
723,5,SF,0.75
724,1,V,1
724,2,V,1
724,3,V,1
724,4,V,1
724,5,V,NA
725,1,SF,0.25
725,2,SF,0
725,3,SF,0
725,4,SF,NA
725,5,SF,NA
726,1,V,0.75
726,2,V,0.5
726,3,V,0.5
726,4,V,0.25
726,5,V,0.5
727,1,V,0.25
727,2,V,NA
727,3,V,NA
727,4,V,NA
727,5,V,NA
728,1,OE,0
728,2,OE,0
728,3,OE,0
728,4,OE,0
728,5,OE,0
729,1,V,0
729,2,V,0
729,3,V,0
729,4,V,NA
729,5,V,NA
730,1,SF,0.25
730,2,SF,0.25
730,3,SF,0
730,4,SF,0.25
730,5,SF,0
731,1,S,0
731,2,S,0
731,3,S,0.75
731,4,S,NA
731,5,S,NA
732,1,RV,NA
732,2,RV,0.5
732,3,RV,0.5
732,4,RV,0.25
732,5,RV,0.25
733,1,S,0
733,2,S,NA
733,3,S,NA
733,4,S,NA
733,5,S,NA
734,1,S,0.75
734,2,S,NA
734,3,S,NA
734,4,S,NA
734,5,S,NA
735,1,V,0.5
735,2,V,0.75
735,3,V,1
735,4,V,0.75
735,5,V,NA
736,1,V,1
736,2,V,1
736,3,V,NA
736,4,V,NA
736,5,V,NA
737,1,SF,1
737,2,SF,1
737,3,SF,NA
737,4,SF,0.5
737,5,SF,0.75
738,1,SF,0.5
738,2,SF,NA
738,3,SF,NA
738,4,SF,NA
738,5,SF,NA
739,1,S,0.5
739,2,S,0
739,3,S,NA
739,4,S,NA
739,5,S,NA
740,1,V,0.5
740,2,V,NA
740,3,V,NA
740,4,V,NA
740,5,V,NA
741,1,V,1
741,2,V,NA
741,3,V,NA
741,4,V,NA
741,5,V,NA
742,1,S,0.75
742,2,S,0.75
742,3,S,0.75
742,4,S,1
742,5,S,0.75
743,1,S,0.25
743,2,S,0.25
743,3,S,0.5
743,4,S,0.25
743,5,S,0.25
744,1,V,0.75
744,2,V,0.5
744,3,V,0.5
744,4,V,0.5
744,5,V,0.75
745,1,SF,NA
745,2,SF,NA
745,3,SF,NA
745,4,SF,NA
745,5,SF,NA
746,1,C,0.75
746,2,C,NA
746,3,C,NA
746,4,C,NA
746,5,C,NA
747,1,S,0.25
747,2,S,0
747,3,S,0
747,4,S,0
747,5,S,0
748,1,S,0
748,2,S,NA
748,3,S,NA
748,4,S,0.25
748,5,S,0.25
749,1,V,0.5
749,2,V,NA
749,3,V,NA
749,4,V,NA
749,5,V,NA
750,1,DF,0
750,2,DF,0
750,3,DF,0
750,4,DF,NA
750,5,DF,0.5
751,1,S,0
751,2,S,0.75
751,3,S,0.5
751,4,S,0.75
751,5,S,1
752,1,V,1
752,2,V,0.5
752,3,V,1
752,4,V,0.5
752,5,V,1
753,1,S,NA
753,2,S,1
753,3,S,NA
753,4,S,NA
753,5,S,0.5
754,1,LA,0.25
754,2,LA,0.25
754,3,LA,0.75
754,4,LA,0.25
754,5,LA,1
755,1,SF,0.75
755,2,SF,0.5
755,3,SF,0.75
755,4,SF,NA
755,5,SF,NA
756,1,NA,0
756,2,NA,0.75
756,3,NA,1
756,4,NA,0.75
756,5,NA,0.25
757,1,NA,0.25
757,2,NA,0.5
757,3,NA,0.75
757,4,NA,0.5
757,5,NA,NA
758,1,NA,0.5
758,2,NA,0.25
758,3,NA,0.25
758,4,NA,0.25
758,5,NA,NA
759,1,SF,0.25
759,2,SF,NA
759,3,SF,NA
759,4,SF,NA
759,5,SF,NA
760,1,NA,1
760,2,NA,0.75
760,3,NA,1
760,4,NA,1
760,5,NA,1
761,1,NA,0
761,2,NA,0
761,3,NA,0
761,4,NA,0
761,5,NA,0
762,1,RV,0.25
762,2,RV,0.5
762,3,RV,NA
762,4,RV,NA
762,5,RV,NA
763,1,SF,0
763,2,SF,0
763,3,SF,0
763,4,SF,0
763,5,SF,0
764,1,S,0
764,2,S,0
764,3,S,0
764,4,S,0
764,5,S,NA
765,1,NA,1
765,2,NA,NA
765,3,NA,NA
765,4,NA,1
765,5,NA,NA
766,1,C,0.75
766,2,C,NA
766,3,C,NA
766,4,C,0.75
766,5,C,0.75
767,1,C,0.75
767,2,C,NA
767,3,C,NA
767,4,C,NA
767,5,C,NA
768,1,SF,1
768,2,SF,0.75
768,3,SF,0.75
768,4,SF,0.5
768,5,SF,0.5
769,1,OE,0
769,2,OE,0
769,3,OE,0
769,4,OE,0
769,5,OE,NA
770,1,NA,0
770,2,NA,NA
770,3,NA,NA
770,4,NA,NA
770,5,NA,NA
771,1,NA,0
771,2,NA,NA
771,3,NA,NA
771,4,NA,0.5
771,5,NA,0.25
772,1,OE,0
772,2,OE,0
772,3,OE,0
772,4,OE,0
772,5,OE,0
773,1,SF,0.25
773,2,SF,0.25
773,3,SF,0
773,4,SF,0
773,5,SF,0.25
774,1,NA,0
774,2,NA,0.5
774,3,NA,NA
774,4,NA,NA
774,5,NA,NA
775,1,DF,0.25
775,2,DF,0.25
775,3,DF,0.25
775,4,DF,0.25
775,5,DF,0.25
776,1,S,1
776,2,S,NA
776,3,S,NA
776,4,S,0
776,5,S,NA
777,1,DF,1
777,2,DF,NA
777,3,DF,NA
777,4,DF,NA
777,5,DF,NA
778,1,NA,0
778,2,NA,NA
778,3,NA,NA
778,4,NA,0.25
778,5,NA,0.25
779,1,NA,0.5
779,2,NA,NA
779,3,NA,NA
779,4,NA,NA
779,5,NA,NA
780,1,SF,0.25
780,2,SF,NA
780,3,SF,NA
780,4,SF,NA
780,5,SF,NA
781,1,C,0.75
781,2,C,0.75
781,3,C,0.5
781,4,C,1
781,5,C,0.75
782,1,S,0.75
782,2,S,NA
782,3,S,NA
782,4,S,NA
782,5,S,NA
783,1,Kr,0.75
783,2,Kr,0
783,3,Kr,0
783,4,Kr,NA
783,5,Kr,NA
784,1,DF,0.75
784,2,DF,0
784,3,DF,0.25
784,4,DF,0.5
784,5,DF,0.25
785,1,V,0.5
785,2,V,NA
785,3,V,NA
785,4,V,NA
785,5,V,NA
786,1,SF,0.25
786,2,SF,0
786,3,SF,NA
786,4,SF,0
786,5,SF,0
787,1,S,0
787,2,S,NA
787,3,S,NA
787,4,S,NA
787,5,S,NA
788,1,V,0
788,2,V,0
788,3,V,0
788,4,V,0
788,5,V,0
789,1,DF,0.25
789,2,DF,NA
789,3,DF,NA
789,4,DF,NA
789,5,DF,NA
790,1,S,0
790,2,S,NA
790,3,S,NA
790,4,S,NA
790,5,S,0
791,1,SF,0.75
791,2,SF,NA
791,3,SF,0.75
791,4,SF,0
791,5,SF,NA
792,1,C,1
792,2,C,NA
792,3,C,NA
792,4,C,NA
792,5,C,NA
793,1,V,0.25
793,2,V,NA
793,3,V,NA
793,4,V,NA
793,5,V,NA
794,1,NA,0.25
794,2,NA,0.25
794,3,NA,0
794,4,NA,0.75
794,5,NA,0.5
795,1,S,0
795,2,S,0.25
795,3,S,0.25
795,4,S,0
795,5,S,NA
796,1,C,0.75
796,2,C,NA
796,3,C,NA
796,4,C,NA
796,5,C,NA
797,1,SF,0.5
797,2,SF,0.25
797,3,SF,0.25
797,4,SF,0.75
797,5,SF,NA
798,1,NA,0.5
798,2,NA,NA
798,3,NA,NA
798,4,NA,0.25
798,5,NA,NA
799,1,SF,0
799,2,SF,NA
799,3,SF,NA
799,4,SF,NA
799,5,SF,NA
800,1,NA,0
800,2,NA,NA
800,3,NA,0.5
800,4,NA,NA
800,5,NA,NA
801,1,S,0
801,2,S,0.25
801,3,S,NA
801,4,S,0
801,5,S,0
802,1,V,0.75
802,2,V,NA
802,3,V,NA
802,4,V,NA
802,5,V,NA
803,1,NA,0
803,2,NA,NA
803,3,NA,NA
803,4,NA,NA
803,5,NA,NA
804,1,SF,0.25
804,2,SF,0.25
804,3,SF,NA
804,4,SF,NA
804,5,SF,1
805,1,DF,0.5
805,2,DF,NA
805,3,DF,1
805,4,DF,NA
805,5,DF,0.25
806,1,SF,0.5
806,2,SF,0.5
806,3,SF,0.75
806,4,SF,0.75
806,5,SF,0.75
807,1,NA,NA
807,2,NA,0
807,3,NA,0
807,4,NA,0.5
807,5,NA,0.25
808,1,V,0.5
808,2,V,0.5
808,3,V,1
808,4,V,0.5
808,5,V,0.5
809,1,SF,0
809,2,SF,0
809,3,SF,0
809,4,SF,0
809,5,SF,0
810,1,NA,0.75
810,2,NA,0.25
810,3,NA,0.75
810,4,NA,NA
810,5,NA,0.75
811,1,NA,0
811,2,NA,0
811,3,NA,0
811,4,NA,0
811,5,NA,0
812,1,S,0
812,2,S,0
812,3,S,0.25
812,4,S,0
812,5,S,0
813,1,V,NA
813,2,V,0.5
813,3,V,1
813,4,V,0.75
813,5,V,0.75
814,1,SF,0.25
814,2,SF,0.5
814,3,SF,0
814,4,SF,0.5
814,5,SF,0.5
815,1,V,1
815,2,V,NA
815,3,V,NA
815,4,V,NA
815,5,V,NA
816,1,SF,0
816,2,SF,NA
816,3,SF,NA
816,4,SF,NA
816,5,SF,NA
817,1,SF,0
817,2,SF,0.75
817,3,SF,NA
817,4,SF,NA
817,5,SF,0.75
818,1,OE,0
818,2,OE,0
818,3,OE,0
818,4,OE,0.25
818,5,OE,NA
819,1,DF,0
819,2,DF,NA
819,3,DF,NA
819,4,DF,NA
819,5,DF,NA
820,1,S,0.25
820,2,S,0
820,3,S,0
820,4,S,0
820,5,S,0
821,1,C,0.25
821,2,C,0.75
821,3,C,1
821,4,C,0.75
821,5,C,1
822,1,OE,0.25
822,2,OE,0
822,3,OE,0
822,4,OE,1
822,5,OE,0
823,1,LA,0.75
823,2,LA,1
823,3,LA,1
823,4,LA,1
823,5,LA,1
824,1,SF,0.25
824,2,SF,0.25
824,3,SF,0.25
824,4,SF,0
824,5,SF,0
825,1,NA,0
825,2,NA,0.5
825,3,NA,0.5
825,4,NA,0.5
825,5,NA,0.75
826,1,S,1
826,2,S,1
826,3,S,0.75
826,4,S,0.5
826,5,S,NA
827,1,NA,0
827,2,NA,NA
827,3,NA,NA
827,4,NA,NA
827,5,NA,NA
828,1,V,0.75
828,2,V,0.75
828,3,V,0.75
828,4,V,NA
828,5,V,NA
829,1,S,0
829,2,S,0
829,3,S,0
829,4,S,0
829,5,S,NA
830,1,DF,0
830,2,DF,NA
830,3,DF,NA
830,4,DF,NA
830,5,DF,NA
831,1,S,0.25
831,2,S,0.75
831,3,S,NA
831,4,S,0.25
831,5,S,NA
832,1,S,0.75
832,2,S,0.75
832,3,S,NA
832,4,S,0.5
832,5,S,1
833,1,S,0.25
833,2,S,NA
833,3,S,NA
833,4,S,NA
833,5,S,NA
834,1,DF,1
834,2,DF,0.5
834,3,DF,0.5
834,4,DF,0.5
834,5,DF,0.25
835,1,NA,0.75
835,2,NA,NA
835,3,NA,NA
835,4,NA,NA
835,5,NA,NA
836,1,SF,0.25
836,2,SF,0.25
836,3,SF,0.25
836,4,SF,0.25
836,5,SF,0.25
837,1,OE,0
837,2,OE,0
837,3,OE,0
837,4,OE,0
837,5,OE,0
838,1,NA,0.25
838,2,NA,NA
838,3,NA,NA
838,4,NA,NA
838,5,NA,NA
839,1,RV,1
839,2,RV,0.75
839,3,RV,0.75
839,4,RV,1
839,5,RV,0.75
840,1,RV,0.5
840,2,RV,NA
840,3,RV,NA
840,4,RV,NA
840,5,RV,NA
841,1,V,0.75
841,2,V,0.75
841,3,V,1
841,4,V,1
841,5,V,1
842,1,NA,0.25
842,2,NA,NA
842,3,NA,NA
842,4,NA,NA
842,5,NA,NA
843,1,SF,0
843,2,SF,NA
843,3,SF,NA
843,4,SF,0.25
843,5,SF,0.25
844,1,NA,1
844,2,NA,0.75
844,3,NA,1
844,4,NA,1
844,5,NA,1
845,1,S,0
845,2,S,NA
845,3,S,NA
845,4,S,0
845,5,S,NA
846,1,C,1
846,2,C,NA
846,3,C,NA
846,4,C,NA
846,5,C,NA
847,1,SF,0
847,2,SF,NA
847,3,SF,NA
847,4,SF,NA
847,5,SF,NA
848,1,C,0.75
848,2,C,0.75
848,3,C,1
848,4,C,NA
848,5,C,NA
849,1,RV,0.5
849,2,RV,NA
849,3,RV,NA
849,4,RV,0
849,5,RV,1
850,1,S,0
850,2,S,0
850,3,S,0
850,4,S,0
850,5,S,0
851,1,RV,0.5
851,2,RV,0
851,3,RV,1
851,4,RV,NA
851,5,RV,NA
852,1,C,0.25
852,2,C,NA
852,3,C,NA
852,4,C,NA
852,5,C,NA
853,1,SF,0.25
853,2,SF,0.75
853,3,SF,0.75
853,4,SF,0.75
853,5,SF,0.75
854,1,OE,0
854,2,OE,0
854,3,OE,0
854,4,OE,0
854,5,OE,0
855,1,Kr,0.5
855,2,Kr,0.25
855,3,Kr,0.5
855,4,Kr,NA
855,5,Kr,NA
856,1,S,0
856,2,S,0
856,3,S,0
856,4,S,0
856,5,S,0
857,1,S,0
857,2,S,0
857,3,S,NA
857,4,S,NA
857,5,S,NA
858,1,DF,0
858,2,DF,0
858,3,DF,0.5
858,4,DF,0.75
858,5,DF,0.75
859,1,DF,1
859,2,DF,1
859,3,DF,1
859,4,DF,1
859,5,DF,1
860,1,S,0.25
860,2,S,0
860,3,S,0
860,4,S,0
860,5,S,0
861,1,C,0.75
861,2,C,0.75
861,3,C,0.75
861,4,C,0.5
861,5,C,0.75
862,1,V,0.25
862,2,V,0.25
862,3,V,NA
862,4,V,NA
862,5,V,0.5
863,1,S,0
863,2,S,0
863,3,S,0
863,4,S,0
863,5,S,0
864,1,V,0.5
864,2,V,NA
864,3,V,NA
864,4,V,NA
864,5,V,NA
865,1,NA,0.25
865,2,NA,0.25
865,3,NA,1
865,4,NA,0.5
865,5,NA,0.75
866,1,S,0
866,2,S,0
866,3,S,0
866,4,S,0
866,5,S,0
867,1,RV,0.75
867,2,RV,0.5
867,3,RV,NA
867,4,RV,0.75
867,5,RV,0.75
868,1,V,0
868,2,V,0
868,3,V,0.25
868,4,V,0.25
868,5,V,0.5
869,1,SF,0.25
869,2,SF,0
869,3,SF,0.5
869,4,SF,0.25
869,5,SF,0.25
870,1,S,0.75
870,2,S,NA
870,3,S,NA
870,4,S,NA
870,5,S,NA
871,1,V,1
871,2,V,1
871,3,V,1
871,4,V,1
871,5,V,1
872,1,C,1
872,2,C,1
872,3,C,1
872,4,C,1
872,5,C,1
873,1,DF,1
873,2,DF,NA
873,3,DF,NA
873,4,DF,NA
873,5,DF,NA
874,1,NA,0
874,2,NA,0
874,3,NA,0
874,4,NA,0
874,5,NA,0.25
875,1,V,1
875,2,V,NA
875,3,V,NA
875,4,V,NA
875,5,V,NA
876,1,S,0
876,2,S,0
876,3,S,0
876,4,S,NA
876,5,S,NA
877,1,V,1
877,2,V,0.75
877,3,V,1
877,4,V,NA
877,5,V,NA
878,1,OE,0
878,2,OE,0
878,3,OE,0
878,4,OE,0
878,5,OE,0
879,1,SF,0.25
879,2,SF,0.5
879,3,SF,0
879,4,SF,0.25
879,5,SF,0
880,1,V,1
880,2,V,0.75
880,3,V,0.75
880,4,V,1
880,5,V,NA
881,1,V,0.75
881,2,V,0.5
881,3,V,1
881,4,V,0.5
881,5,V,1
882,1,NA,0
882,2,NA,NA
882,3,NA,NA
882,4,NA,NA
882,5,NA,NA
883,1,S,0.75
883,2,S,NA
883,3,S,NA
883,4,S,0
883,5,S,NA
884,1,DF,0
884,2,DF,0
884,3,DF,0
884,4,DF,NA
884,5,DF,0
885,1,SF,0
885,2,SF,0
